EPOCHS,LEARNING_RATE,BATCH_SIZE,KERNEL,POOLING,ACC_TRAIN,ACC_TEST,ERROR_TRAIN,ERROR_TEST
11,0.0005,200,2,average,78.15399765968323,71.4900016784668,0.6255786418914795,0.8379257321357727
12,0.0005,200,2,average,80.25599718093872,71.39000296592712,0.5730189085006714,0.8396088480949402
13,0.0005,200,2,average,82.50600099563599,70.71999907493591,0.505876898765564,0.8824734687805176
14,0.0005,200,2,average,84.52600240707397,71.71000242233276,0.4464191198348999,0.8731207847595215
15,0.0005,200,2,average,86.60200238227844,71.95000052452087,0.3919568955898285,0.8993424773216248
1,0.0005,200,3,max,38.444000482559204,50.44999718666077,1.7234797477722168,1.376133680343628
2,0.0005,200,3,max,54.78399991989136,56.690001487731934,1.2717465162277222,1.221107006072998
3,0.0005,200,3,max,61.37400269508362,63.88000249862671,1.098448395729065,1.0367027521133423
4,0.0005,200,3,max,65.70600271224976,65.47999978065491,0.9771501421928406,0.9958142042160034
5,0.0005,200,3,max,69.23400163650513,68.79000067710876,0.8826297521591187,0.9035694599151611
6,0.0005,200,3,max,72.08399772644043,69.8199987411499,0.8065205216407776,0.8690318465232849
7,0.0005,200,3,max,74.65599775314331,71.95000052452087,0.7328370809555054,0.8247118592262268
8,0.0005,200,3,max,77.60400176048279,71.13000154495239,0.6505625247955322,0.8365423679351807
9,0.0005,200,3,max,79.448002576828,70.23000121116638,0.5912814736366272,0.8930146098136902
10,0.0005,200,3,max,81.79399967193604,74.44999814033508,0.5279560685157776,0.7923276424407959
11,0.0005,200,3,max,84.2199981212616,72.68999814987183,0.4587826728820801,0.8604686856269836
12,0.0005,200,3,max,86.74600124359131,72.99000024795532,0.3841245472431183,0.8751413226127625
13,0.0005,200,3,max,88.8700008392334,73.39000105857849,0.32662609219551086,0.9320743680000305
14,0.0005,200,3,max,91.10199809074402,74.94000196456909,0.26152554154396057,0.9195678234100342
15,0.0005,200,3,max,93.13200116157532,72.71999716758728,0.20658540725708008,1.0829147100448608
1,0.0005,200,3,average,32.94999897480011,45.170000195503235,1.877485990524292,1.5286555290222168
2,0.0005,200,3,average,48.29399883747101,50.609999895095825,1.4258270263671875,1.3892943859100342
3,0.0005,200,3,average,54.06200289726257,55.239999294281006,1.2850043773651123,1.2506287097930908
4,0.0005,200,3,average,57.98799991607666,59.119999408721924,1.1809979677200317,1.1520384550094604
5,0.0005,200,3,average,61.31200194358826,60.7699990272522,1.0910183191299438,1.1128374338150024
6,0.0005,200,3,average,64.20599818229675,62.09999918937683,1.0143266916275024,1.0803920030593872
7,0.0005,200,3,average,66.47400259971619,64.2300009727478,0.9551618099212646,1.00851309299469
8,0.0005,200,3,average,69.14799809455872,66.71000123023987,0.8847484588623047,0.9415127635002136
9,0.0005,200,3,average,71.13000154495239,67.89000034332275,0.8290582299232483,0.9233466982841492
10,0.0005,200,3,average,72.89000153541565,68.19999814033508,0.7754476070404053,0.9114891886711121
11,0.0005,200,3,average,74.8520016670227,69.8199987411499,0.7200261354446411,0.8726683259010315
12,0.0005,200,3,average,76.3159990310669,69.88999843597412,0.6786895394325256,0.8730981349945068
13,0.0005,200,3,average,78.65599989891052,69.95999813079834,0.6140753030776978,0.882363498210907
14,0.0005,200,3,average,80.7200014591217,71.28000259399414,0.5590365529060364,0.863132655620575
15,0.0005,200,3,average,82.13800191879272,72.03999757766724,0.5159649848937988,0.8479354977607727
1,0.0005,200,5,max,30.792000889778137,47.17000126838684,1.913343906402588,1.4646658897399902
2,0.0005,200,5,max,50.5840003490448,51.23000144958496,1.3701882362365723,1.3387221097946167
3,0.0005,200,5,max,57.13000297546387,58.8699996471405,1.2064954042434692,1.1526987552642822
4,0.0005,200,5,max,61.900001764297485,63.02000284194946,1.0820800065994263,1.0591213703155518
5,0.0005,200,5,max,65.15399813652039,64.4599974155426,0.9945419430732727,1.020358681678772
6,0.0005,200,5,max,67.99799799919128,67.93000102043152,0.9166056513786316,0.9330708384513855
7,0.0005,200,5,max,70.21999955177307,67.07000136375427,0.8547409772872925,0.9385130405426025
8,0.0005,200,5,max,72.1780002117157,67.51999855041504,0.7983287572860718,0.9413327574729919
9,0.0005,200,5,max,74.37599897384644,69.20999884605408,0.7349005937576294,0.8970634937286377
10,0.0005,200,5,max,76.1139988899231,71.70000076293945,0.6862039566040039,0.8445274233818054
11,0.0005,200,5,max,77.77600288391113,72.2000002861023,0.6338346004486084,0.8284945487976074
12,0.0005,200,5,max,79.50000166893005,71.72999978065491,0.5875071883201599,0.8494856357574463
13,0.0005,200,5,max,81.36000037193298,72.680002450943,0.5334715843200684,0.822401762008667
14,0.0005,200,5,max,82.5760006904602,72.63000011444092,0.4986324608325958,0.8465948700904846
15,0.0005,200,5,max,84.46400165557861,71.8500018119812,0.4439518451690674,0.9150069952011108
1,0.0005,200,5,average,29.25199866294861,40.56999981403351,1.9671200513839722,1.6237921714782715
2,0.0005,200,5,average,45.684000849723816,50.05999803543091,1.4935176372528076,1.411247968673706
3,0.0005,200,5,average,52.622002363204956,55.27999997138977,1.322676658630371,1.2407253980636597
4,0.0005,200,5,average,56.76800012588501,57.41000175476074,1.2147740125656128,1.186753749847412
5,0.0005,200,5,average,59.978002309799194,61.03000044822693,1.136011004447937,1.1153244972229004
6,0.0005,200,5,average,62.70400285720825,60.670000314712524,1.0566965341567993,1.1219385862350464
7,0.0005,200,5,average,65.13199806213379,64.27000164985657,0.9913243055343628,1.028419852256775
8,0.0005,200,5,average,67.03400015830994,65.77000021934509,0.9383279085159302,0.977024257183075
9,0.0005,200,5,average,69.01400089263916,67.10000038146973,0.884571373462677,0.9453449249267578
10,0.0005,200,5,average,70.98600268363953,67.18000173568726,0.8312795758247375,0.9330480098724365
11,0.0005,200,5,average,72.64400124549866,68.8700020313263,0.7810899615287781,0.9063923358917236
12,0.0005,200,5,average,74.55000281333923,69.74999904632568,0.7286921143531799,0.8872739672660828
13,0.0005,200,5,average,75.67800283432007,70.20000219345093,0.6923653483390808,0.8894869089126587
14,0.0005,200,5,average,77.53000259399414,70.13999819755554,0.6414494514465332,0.8818406462669373
15,0.0005,200,5,average,79.07599806785583,71.46999835968018,0.5963318347930908,0.848959743976593
1,0.0001,100,2,max,34.049999713897705,44.22999918460846,1.8559211492538452,1.5170648097991943
2,0.0001,100,2,max,49.75199997425079,54.079997539520264,1.4087984561920166,1.302007794380188
3,0.0001,100,2,max,55.691999197006226,58.13000202178955,1.2526721954345703,1.204983115196228
4,0.0001,100,2,max,59.43400263786316,60.989999771118164,1.152780294418335,1.1268830299377441
5,0.0001,100,2,max,62.31200098991394,63.59000205993652,1.0737050771713257,1.053502082824707
6,0.0001,100,2,max,64.96800184249878,64.44000005722046,1.0100603103637695,1.0193060636520386
7,0.0001,100,2,max,66.61999821662903,64.63000178337097,0.958412230014801,1.0153957605361938
8,0.0001,100,2,max,68.41199994087219,66.86999797821045,0.9079857468605042,0.9473795890808105
9,0.0001,100,2,max,70.11600136756897,67.97999739646912,0.8606899380683899,0.9239077568054199
10,0.0001,100,2,max,71.85400128364563,69.12000179290771,0.816497802734375,0.9018099308013916
11,0.0001,100,2,max,73.23799729347229,68.68000030517578,0.7769221067428589,0.8931313157081604
12,0.0001,100,2,max,74.72800016403198,69.73000168800354,0.7337935566902161,0.8737989664077759
13,0.0001,100,2,max,76.0640025138855,71.5399980545044,0.6930700540542603,0.8424838185310364
14,0.0001,100,2,max,77.7679979801178,71.05000019073486,0.6500788927078247,0.8471742868423462
15,0.0001,100,2,max,79.08999919891357,72.32999801635742,0.6145151853561401,0.822741687297821
1,0.0001,100,2,average,31.011998653411865,42.080000042915344,1.9550468921661377,1.6196719408035278
2,0.0001,100,2,average,44.38999891281128,45.86000144481659,1.533865213394165,1.4997024536132812
3,0.0001,100,2,average,49.49199855327606,51.38000249862671,1.4010043144226074,1.3468127250671387
4,0.0001,100,2,average,52.719998359680176,52.89999842643738,1.317427158355713,1.3019274473190308
5,0.0001,100,2,average,55.31200170516968,55.43000102043152,1.252392053604126,1.257327675819397
6,0.0001,100,2,average,57.4180006980896,57.38999843597412,1.1985888481140137,1.1915534734725952
7,0.0001,100,2,average,58.96199941635132,59.3500018119812,1.1567240953445435,1.1562772989273071
8,0.0001,100,2,average,60.82000136375427,59.619998931884766,1.1098190546035767,1.1353787183761597
9,0.0001,100,2,average,62.199997901916504,60.75999736785889,1.070998191833496,1.0993785858154297
10,0.0001,100,2,average,63.3620023727417,61.77999973297119,1.038907766342163,1.0773025751113892
11,0.0001,100,2,average,64.69200253486633,62.81999945640564,1.002634048461914,1.0591232776641846
12,0.0001,100,2,average,65.91600179672241,62.95999884605408,0.9689717888832092,1.042691946029663
13,0.0001,100,2,average,67.03600287437439,62.6800000667572,0.9384537935256958,1.0606961250305176
14,0.0001,100,2,average,68.12400221824646,64.38000202178955,0.9089281558990479,1.0100613832473755
15,0.0001,100,2,average,69.17200088500977,65.57999849319458,0.8780462145805359,0.9870194792747498
1,0.0001,100,3,max,32.55000114440918,44.62999999523163,1.9197430610656738,1.541616678237915
2,0.0001,100,3,max,48.33199977874756,52.81999707221985,1.4373602867126465,1.3437190055847168
3,0.0001,100,3,max,54.45600152015686,56.220000982284546,1.2833209037780762,1.2451305389404297
4,0.0001,100,3,max,58.48199725151062,58.389997482299805,1.184041142463684,1.171764850616455
5,0.0001,100,3,max,61.34999990463257,62.18000054359436,1.1067957878112793,1.0929874181747437
6,0.0001,100,3,max,63.88000249862671,63.31999897956848,1.04037344455719,1.0593153238296509
7,0.0001,100,3,max,65.92199802398682,65.32999873161316,0.9866524934768677,1.0096029043197632
8,0.0001,100,3,max,67.29000210762024,65.82000255584717,0.9356482028961182,0.9833269715309143
9,0.0001,100,3,max,69.38199996948242,68.22999715805054,0.8918033838272095,0.9256533980369568
10,0.0001,100,3,max,70.90799808502197,68.0400013923645,0.8490655422210693,0.9258663654327393
11,0.0001,100,3,max,72.00199961662292,68.80000233650208,0.8143079876899719,0.9054837822914124
12,0.0001,100,3,max,73.43999743461609,68.98999810218811,0.7749335765838623,0.8942196369171143
13,0.0001,100,3,max,74.46799874305725,70.02000212669373,0.7454460859298706,0.8677417039871216
14,0.0001,100,3,max,75.87400078773499,69.58000063896179,0.7060784697532654,0.8812863230705261
15,0.0001,100,3,max,76.7080008983612,70.59999704360962,0.6796675324440002,0.8634109497070312
1,0.0001,100,3,average,30.50200045108795,38.5699987411499,1.9937883615493774,1.691861629486084
2,0.0001,100,3,average,42.1099990606308,43.209999799728394,1.6002843379974365,1.538285493850708
3,0.0001,100,3,average,47.064000368118286,48.590001463890076,1.4695460796356201,1.4353644847869873
4,0.0001,100,3,average,50.38999915122986,52.13000178337097,1.3834502696990967,1.34538996219635
5,0.0001,100,3,average,52.810001373291016,52.97999978065491,1.3191734552383423,1.3044143915176392
6,0.0001,100,3,average,55.20600080490112,53.72999906539917,1.2636418342590332,1.2690352201461792
7,0.0001,100,3,average,57.1120023727417,57.56999850273132,1.2133947610855103,1.203821063041687
8,0.0001,100,3,average,58.63199830055237,58.28999876976013,1.171349048614502,1.1889764070510864
9,0.0001,100,3,average,60.09399890899658,59.03000235557556,1.1342604160308838,1.1552351713180542
10,0.0001,100,3,average,61.441999673843384,60.579997301101685,1.092897891998291,1.1097108125686646
11,0.0001,100,3,average,62.67399787902832,61.21000051498413,1.0603641271591187,1.0966945886611938
12,0.0001,100,3,average,63.92999887466431,62.300002574920654,1.0272724628448486,1.0709437131881714
13,0.0001,100,3,average,64.99999761581421,61.7900013923645,0.9988443851470947,1.0711565017700195
14,0.0001,100,3,average,66.04200005531311,64.03999924659729,0.9715085625648499,1.0359233617782593
15,0.0001,100,3,average,67.20399856567383,64.92000222206116,0.940223753452301,1.0062851905822754
1,0.0001,100,5,max,29.3940007686615,41.040000319480896,1.985992670059204,1.6116772890090942
2,0.0001,100,5,max,44.81399953365326,49.230000376701355,1.5223238468170166,1.4186902046203613
3,0.0001,100,5,max,50.72399973869324,52.28999853134155,1.376643180847168,1.3253260850906372
4,0.0001,100,5,max,54.65800166130066,56.620001792907715,1.2807774543762207,1.2399998903274536
5,0.0001,100,5,max,57.83600211143494,56.63999915122986,1.2007713317871094,1.2232621908187866
6,0.0001,100,5,max,60.14000177383423,61.21000051498413,1.135299801826477,1.1065797805786133
7,0.0001,100,5,max,62.26000189781189,62.33999729156494,1.0771771669387817,1.0840528011322021
8,0.0001,100,5,max,64.08399939537048,62.459999322891235,1.0351738929748535,1.0704368352890015
9,0.0001,100,5,max,65.45799970626831,63.349997997283936,0.991076648235321,1.049635887145996
10,0.0001,100,5,max,66.81600213050842,66.36999845504761,0.9562703371047974,0.9756442904472351
11,0.0001,100,5,max,67.87400245666504,65.49000144004822,0.9262221455574036,0.9869633316993713
12,0.0001,100,5,max,69.29200291633606,66.54000282287598,0.8899837136268616,0.9660755395889282
13,0.0001,100,5,max,70.28200030326843,67.41999983787537,0.8580648899078369,0.9491223096847534
14,0.0001,100,5,max,71.77600264549255,67.94999837875366,0.8258511424064636,0.9272217750549316
15,0.0001,100,5,max,72.3800003528595,69.04000043869019,0.7973212599754333,0.9080851078033447
1,0.0001,100,5,average,27.248001098632812,37.40000128746033,2.0675151348114014,1.7408465147018433
2,0.0001,100,5,average,41.11799895763397,43.59999895095825,1.621267557144165,1.5394363403320312
3,0.0001,100,5,average,45.820000767707825,48.28999936580658,1.489923119544983,1.4384796619415283
4,0.0001,100,5,average,48.914000391960144,51.02999806404114,1.4207767248153687,1.3799792528152466
5,0.0001,100,5,average,50.901997089385986,52.57999897003174,1.3648877143859863,1.3267921209335327
6,0.0001,100,5,average,53.11400294303894,52.469998598098755,1.3170479536056519,1.316788911819458
7,0.0001,100,5,average,54.50199842453003,53.97999882698059,1.2766344547271729,1.2801220417022705
8,0.0001,100,5,average,55.997997522354126,56.02999925613403,1.2388601303100586,1.233840823173523
9,0.0001,100,5,average,57.43600130081177,57.249999046325684,1.2031959295272827,1.2067782878875732
10,0.0001,100,5,average,58.744001388549805,58.53999853134155,1.1694698333740234,1.1797857284545898
11,0.0001,100,5,average,60.207998752593994,59.299999475479126,1.136002540588379,1.153063178062439
12,0.0001,100,5,average,61.103999614715576,59.380000829696655,1.1050935983657837,1.1408370733261108
13,0.0001,100,5,average,62.33400106430054,59.67000126838684,1.0723873376846313,1.1506046056747437
14,0.0001,100,5,average,63.24399709701538,60.00000238418579,1.0468025207519531,1.1347373723983765
15,0.0001,100,5,average,64.32999968528748,60.46000123023987,1.018770456314087,1.1111762523651123
1,0.0001,200,2,max,27.900001406669617,41.04999899864197,2.0327436923980713,1.6488699913024902
2,0.0001,200,2,max,44.01800036430359,48.579999804496765,1.5556198358535767,1.449069857597351
3,0.0001,200,2,max,49.79600012302399,52.42999792098999,1.4017165899276733,1.3466033935546875
4,0.0001,200,2,max,53.73600125312805,55.62000274658203,1.3060563802719116,1.2655038833618164
5,0.0001,200,2,max,56.39200210571289,56.459999084472656,1.234235405921936,1.2198445796966553
6,0.0001,200,2,max,58.987998962402344,58.85000228881836,1.1723065376281738,1.1644487380981445
7,0.0001,200,2,max,60.65800189971924,62.12000250816345,1.1202706098556519,1.0995734930038452
8,0.0001,200,2,max,62.38800287246704,63.65000009536743,1.0755985975265503,1.0648069381713867
9,0.0001,200,2,max,64.06400203704834,62.81999945640564,1.031692385673523,1.057512640953064
10,0.0001,200,2,max,65.19799828529358,64.10999894142151,0.9986050128936768,1.0321825742721558
11,0.0001,200,2,max,66.68999791145325,63.510000705718994,0.9623572826385498,1.038574457168579
12,0.0001,200,2,max,67.67600178718567,66.03999733924866,0.9305608868598938,0.979530930519104
13,0.0001,200,2,max,68.74600052833557,67.21000075340271,0.902401864528656,0.9578413367271423
14,0.0001,200,2,max,69.72600221633911,66.36000275611877,0.8705201148986816,0.9553513526916504
15,0.0001,200,2,max,70.87000012397766,66.97999835014343,0.838922917842865,0.9417937397956848
1,0.0001,200,2,average,25.769999623298645,36.809998750686646,2.133406162261963,1.791958212852478
2,0.0001,200,2,average,38.589999079704285,42.5900012254715,1.7094422578811646,1.6065373420715332
3,0.0001,200,2,average,44.02399957180023,46.41999900341034,1.5597957372665405,1.4992985725402832
4,0.0001,200,2,average,47.251999378204346,48.28999936580658,1.4633535146713257,1.4259002208709717
5,0.0001,200,2,average,50.3059983253479,51.579999923706055,1.3825777769088745,1.347678780555725
6,0.0001,200,2,average,52.42199897766113,53.17999720573425,1.3287442922592163,1.3206230401992798
7,0.0001,200,2,average,54.562002420425415,54.18999791145325,1.2765940427780151,1.2677723169326782
8,0.0001,200,2,average,55.949997901916504,55.709999799728394,1.2354941368103027,1.2370893955230713
9,0.0001,200,2,average,57.41400122642517,58.069998025894165,1.1971279382705688,1.1857380867004395
10,0.0001,200,2,average,58.969998359680176,58.70000123977661,1.1582138538360596,1.1584030389785767
11,0.0001,200,2,average,60.092002153396606,57.910001277923584,1.126493215560913,1.1718578338623047
12,0.0001,200,2,average,61.39199733734131,60.659998655319214,1.095687747001648,1.1134388446807861
13,0.0001,200,2,average,62.13200092315674,59.97999906539917,1.0732905864715576,1.1219404935836792
14,0.0001,200,2,average,63.05599808692932,61.97999715805054,1.047383189201355,1.0774621963500977
15,0.0001,200,2,average,64.25399780273438,61.41999959945679,1.021793007850647,1.0701614618301392
1,0.0001,200,3,max,27.00200080871582,38.440001010894775,2.1256608963012695,1.718787431716919
2,0.0001,200,3,max,42.18800067901611,46.549999713897705,1.5983355045318604,1.4913197755813599
3,0.0001,200,3,max,49.21000003814697,51.46999955177307,1.4225398302078247,1.3574016094207764
4,0.0001,200,3,max,53.37600111961365,52.890002727508545,1.3169496059417725,1.3107343912124634
5,0.0001,200,3,max,56.36399984359741,56.33000135421753,1.2401989698410034,1.2384124994277954
6,0.0001,200,3,max,58.719998598098755,59.00999903678894,1.178764820098877,1.1742918491363525
7,0.0001,200,3,max,60.59799790382385,60.9000027179718,1.1308808326721191,1.1251840591430664
8,0.0001,200,3,max,62.13799715042114,62.5,1.083985686302185,1.0763814449310303
9,0.0001,200,3,max,63.73000144958496,62.63999938964844,1.046568512916565,1.0780013799667358
10,0.0001,200,3,max,64.8859977722168,63.999998569488525,1.0124348402023315,1.0340749025344849
11,0.0001,200,3,max,65.96400141716003,65.31999707221985,0.984768271446228,1.0095000267028809
12,0.0001,200,3,max,66.79800152778625,65.31000137329102,0.9574275016784668,1.0108336210250854
13,0.0001,200,3,max,67.85399913787842,65.93999862670898,0.9304540753364563,0.9941423535346985
14,0.0001,200,3,max,68.74600052833557,66.40999913215637,0.9066829681396484,0.9644281268119812
15,0.0001,200,3,max,69.39200162887573,66.36999845504761,0.8856903314590454,0.9790801405906677
1,0.0001,200,3,average,24.809999763965607,32.73000121116638,2.1738293170928955,1.8228957653045654
2,0.0001,200,3,average,37.964001297950745,39.570000767707825,1.7281441688537598,1.6435261964797974
3,0.0001,200,3,average,42.625999450683594,44.96000111103058,1.5847039222717285,1.529274344444275
4,0.0001,200,3,average,45.796000957489014,47.5600004196167,1.4951250553131104,1.4596617221832275
5,0.0001,200,3,average,48.2340008020401,49.50999915599823,1.4342563152313232,1.3993312120437622
6,0.0001,200,3,average,50.31200051307678,50.72000026702881,1.384904146194458,1.368452548980713
7,0.0001,200,3,average,51.85199975967407,52.93999910354614,1.3428999185562134,1.3179118633270264
8,0.0001,200,3,average,53.464001417160034,53.75000238418579,1.3059879541397095,1.294213891029358
9,0.0001,200,3,average,54.401999711990356,54.68999743461609,1.2805763483047485,1.2641526460647583
10,0.0001,200,3,average,55.96799850463867,54.4700026512146,1.245413899421692,1.2640703916549683
11,0.0001,200,3,average,57.01799988746643,56.33999705314636,1.2160334587097168,1.2205828428268433
12,0.0001,200,3,average,57.92400240898132,56.69999718666077,1.1928235292434692,1.2064318656921387
13,0.0001,200,3,average,59.06999707221985,57.88000226020813,1.164786696434021,1.191922903060913
14,0.0001,200,3,average,59.887999296188354,58.53999853134155,1.1388193368911743,1.165466547012329
15,0.0001,200,3,average,60.75599789619446,59.170001745224,1.1173896789550781,1.142683744430542
1,0.0001,200,5,max,23.528000712394714,34.74000096321106,2.2077877521514893,1.7956587076187134
2,0.0001,200,5,max,38.8480007648468,42.87000000476837,1.6822575330734253,1.5736552476882935
3,0.0001,200,5,max,45.221999287605286,48.35000038146973,1.5132025480270386,1.4495593309402466
4,0.0001,200,5,max,49.47400093078613,50.540000200271606,1.407884955406189,1.3935942649841309
5,0.0001,200,5,max,52.45800018310547,53.57000231742859,1.3387354612350464,1.3112306594848633
6,0.0001,200,5,max,54.923999309539795,54.72000241279602,1.2794071435928345,1.2739262580871582
7,0.0001,200,5,max,56.940001249313354,56.940001249313354,1.2288954257965088,1.221668004989624
8,0.0001,200,5,max,58.57800245285034,58.74999761581421,1.183242917060852,1.1706045866012573
9,0.0001,200,5,max,60.01399755477905,59.72999930381775,1.1403999328613281,1.153710126876831
10,0.0001,200,5,max,61.56799793243408,60.64000129699707,1.1005436182022095,1.1133655309677124
11,0.0001,200,5,max,62.78600096702576,62.3199999332428,1.071408987045288,1.076363205909729
12,0.0001,200,5,max,63.840001821517944,61.76000237464905,1.041191816329956,1.0881569385528564
13,0.0001,200,5,max,64.65799808502197,63.48000168800354,1.0209907293319702,1.0513361692428589
14,0.0001,200,5,max,65.56400060653687,64.410001039505,0.9913141131401062,1.0170971155166626
15,0.0001,200,5,max,66.38799905776978,62.81999945640564,0.9693684577941895,1.0597988367080688
1,0.0001,200,5,average,23.69599938392639,34.00000035762787,2.261268377304077,1.8251243829727173
2,0.0001,200,5,average,36.80599927902222,40.779998898506165,1.7477302551269531,1.642992377281189
3,0.0001,200,5,average,42.396000027656555,43.81000101566315,1.5881916284561157,1.54368257522583
4,0.0001,200,5,average,45.20399868488312,46.59000039100647,1.517886996269226,1.4796229600906372
5,0.0001,200,5,average,47.03400135040283,47.99000024795532,1.4623502492904663,1.4320068359375
6,0.0001,200,5,average,48.64000082015991,49.52999949455261,1.423673152923584,1.3975757360458374
7,0.0001,200,5,average,50.16000270843506,50.19000172615051,1.3866970539093018,1.3790630102157593
8,0.0001,200,5,average,51.47600173950195,50.83000063896179,1.356358528137207,1.346727728843689
9,0.0001,200,5,average,52.42999792098999,52.52000093460083,1.326760172843933,1.3177123069763184
10,0.0001,200,5,average,53.675997257232666,53.2800018787384,1.3000636100769043,1.2968565225601196
11,0.0001,200,5,average,54.61999773979187,54.12999987602234,1.2705775499343872,1.2766402959823608
12,0.0001,200,5,average,55.914002656936646,55.58000206947327,1.24382746219635,1.2520051002502441
13,0.0001,200,5,average,56.45599961280823,55.79000115394592,1.2268853187561035,1.2438298463821411
14,0.0001,200,5,average,57.27999806404114,56.83000087738037,1.2030493021011353,1.2139256000518799
15,0.0001,200,5,average,58.37399959564209,57.34000205993652,1.181948184967041,1.2041785717010498
